variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
lp__,-161.448975125,-170.526,30.116707159220816,21.98547540000001,-198.40789999999998,-105.94715,1.8918259455913267,5.7483744358099464,30.615715120103584
theta_KA,0.392668008325,0.163304,0.47001750592524866,0.22303937880000002,0.016266575,1.095348499999999,1.8643032148588956,6.030532316223728,107.75029528593795
theta_CL,3.83026113875,3.2627645,3.703601061505154,4.669508004,0.12638865000000002,7.974496499999999,1.7400170897313902,6.178555619033653,199.16575769396053
theta_V,7.9206015045025,6.556585,5.958922986523036,5.824638729,0.6332081,19.523459999999996,1.0000327843137877,3223.8492541607557,1823.2730417066223
omega_KA,0.71145256055,0.73072,0.37356569657805744,0.2980507845,0.178655,1.330788499999999,1.644819325118003,6.748466220086083,28.15740355471613
omega_CL,2.23419574575,1.7182905,2.011655810314548,2.2809178307999995,0.20349465,4.9334954999999985,1.8288485342037375,5.816213577039976,41.3804148001944
omega_V,0.800754866,0.4875345,0.645579082984147,0.4588609934999999,0.18431885,1.9473909999999997,1.9891968906379074,5.468444515287264,34.28870043159795
sigma,1.0960186675,1.09327,0.0629659591827274,0.062914131,0.9987559,1.203653,1.0465407878511868,61.19471463554651,1906.4273048408006
eta_KA[1],-0.431034190620575,-0.294022,0.847184381344885,1.069065795,-1.7289734999999997,0.7022191499999995,1.8654457609147865,5.792661393394542,28.798236216615848
eta_KA[2],-0.092573963584075,-0.11318500000000001,0.6956188931775259,0.38001706679999997,-1.2595634999999998,1.129053499999999,1.247627893864417,533.9599248661193,149.49744086935715
eta_KA[3],-0.2858435834665,-0.21313949999999998,0.3447260283498131,0.28367230731,-0.9276073499999999,0.14114689999999996,1.1178174902484377,26.092927949392344,150.58186805657311
eta_KA[4],-0.024100755328699996,-0.13729,0.5370621116360069,0.30418489374,-0.6152555,1.013203499999999,1.174605534758031,16.313247785892738,171.3043449849715
eta_KA[5],0.25577889211,0.0743971,0.5926587111774487,0.38827010796,-0.3993852,1.4077439999999992,1.3454348620345944,9.414600384808889,119.75392150380459
eta_KA[6],-0.049047660118749996,-0.1591175,0.6767105776936905,0.3498157635,-0.90614925,1.2710024999999976,1.2579123016352913,131.88407644347546,148.56910883451968
eta_KA[7],0.5827666622745,0.5317135,0.5304846700524831,0.29680540049999987,-0.12712159999999986,1.4858374999999981,1.204579780606776,1354.1281882533392,117.00480950051252
eta_KA[8],0.736419029023775,0.46698,0.667482854405512,0.5101485753,0.03423012000000002,1.9620789999999992,1.6071097928497953,6.727522780300979,62.12476158797226
eta_KA[9],-0.333124464472925,-0.18804900000000002,0.5520058210420432,0.6015597609,-1.2598325,0.3293599999999998,1.7406974543392437,6.2299269747180785,130.65328525586364
eta_KA[10],-0.11095846895731999,-0.16437400000000002,0.7325087639636952,0.40777652789999996,-1.1812535,1.1976409999999986,1.2470201997489758,98.30548878858882,224.91685930249187
eta_KA[11],0.921722843187,0.193498,1.4835671613381527,0.37087720845,-0.41295104999999993,3.620053,1.6409411194947203,7.309457506655981,32.368785804590686
eta_KA[12],-0.629560607561375,-0.4253455,0.8683817377056051,1.0990432257,-1.913009,0.4067974499999999,1.761373467750606,6.150217100427049,66.84174369708977
eta_KA[13],-0.152433286679075,-0.06596275,0.3739991032692101,0.31009913339999995,-0.8445322,0.30576584999999995,1.3004942837581515,11.164658624933336,140.24605049172663
eta_KA[14],0.0378794355945,0.130051,0.4039809016203429,0.3482204859,-0.7048284,0.5448274999999999,1.4492128476578863,8.147717571834788,76.79840881992878
eta_KA[15],-0.0161027317265,-0.03978065,0.33005778752359677,0.27026070771,-0.49403425,0.5763126999999997,1.1398991890014587,22.15370384410651,98.81826300192341
