taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Ablepharus_alaicus;Scincidae;Eugongylinae;Ablepharus;;alaicus;ELPATJEVSKY, 1901;;;
Ablepharus_alaicus_alaicus;Scincidae;Eugongylinae;Ablepharus;;alaicus;ELPATJEVSKY, 1901;subsp.;alaicus;ELPATJEVSKY, 1901
Ablepharus_alaicus_kucenkoi;Scincidae;Eugongylinae;Ablepharus;;alaicus;ELPATJEVSKY, 1901;subsp.;kucenkoi;NIKOLSKY, 1902
Ablepharus_alaicus_yakovlevae;Scincidae;Eugongylinae;Ablepharus;;alaicus;ELPATJEVSKY, 1901;subsp.;yakovlevae;(EREMCHENKO, 1983)
Ablepharus_anatolicus;Scincidae;Eugongylinae;Ablepharus;;anatolicus;SCHMIDTLER, 1997;;;
Ablepharus_bivittatus;Scincidae;Eugongylinae;Ablepharus;;bivittatus;(MENETRIES, 1832);;;
Ablepharus_budaki;Scincidae;Eugongylinae;Ablepharus;;budaki;GÖCMEN, KUMLUTAS & TOSUNOGLU, 1996;;;
Ablepharus_chernovi;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;;;
Ablepharus_chernovi_chernovi;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;chernovi;DAREVSKY, 1953
Ablepharus_chernovi_eiselti;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;eiselti;SCHMIDTLER, 1997
Ablepharus_chernovi_isauriensis;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;isauriensis;SCHMIDTLER, 1997
Ablepharus_chernovi_ressli;Scincidae;Eugongylinae;Ablepharus;;chernovi;DAREVSKY, 1953;subsp.;ressli;SCHMIDTLER, 1997
Ablepharus_darvazi;Scincidae;Eugongylinae;Ablepharus;;darvazi;EREMCHENKO & PANFILOV, 1990;;;
Ablepharus_deserti;Scincidae;Eugongylinae;Ablepharus;;deserti;STRAUCH, 1868;;;
Ablepharus_eremchenkoi;Scincidae;Eugongylinae;Ablepharus;;eremchenkoi;(PANFILOV, 1999);;;
Ablepharus_grayanus;Scincidae;Eugongylinae;Ablepharus;;grayanus;(STOLICZKA, 1872);;;
Ablepharus_himalayanus;Scincidae;Eugongylinae;Ablepharus;;himalayanus;(GÜNTHER, 1864);;;
Ablepharus_kitaibelii;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;BIBRON & BORY ST-VINCENT, 1833;;;
Ablepharus_kitaibelii_fabichi;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;BIBRON & BORY ST-VINCENT, 1833;subsp.;fabichi;STEPANEK, 1937
Ablepharus_kitaibelii_fitzingeri;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;BIBRON & BORY ST-VINCENT, 1833;subsp.;fitzingeri;MERTENS, 1952
Ablepharus_kitaibelii_kitaibelii;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;BIBRON & BORY ST-VINCENT, 1833;subsp.;kitaibelii;(BIBRON & BORY, 1833)
Ablepharus_kitaibelii_stepaneki;Scincidae;Eugongylinae;Ablepharus;;kitaibelii;BIBRON & BORY ST-VINCENT, 1833;subsp.;stepaneki;FUHN, 1970
Ablepharus_ladacensis;Scincidae;Eugongylinae;Ablepharus;;ladacensis;(GÜNTHER, 1864);;;
Ablepharus_ladacensis_ladacensis;Scincidae;Eugongylinae;Ablepharus;;ladacensis;(GÜNTHER, 1864);subsp.;ladacensis;(GÜNTHER, 1864)
Ablepharus_ladacensis_stimsoni;Scincidae;Eugongylinae;Ablepharus;;ladacensis;(GÜNTHER, 1864);subsp.;stimsoni;(EREMCENKO, 1992)
Ablepharus_lindbergi;Scincidae;Eugongylinae;Ablepharus;;lindbergi;WETTSTEIN, 1960;;;
Ablepharus_mahabharatus;Scincidae;Eugongylinae;Ablepharus;;mahabharatus;(EREMCHENKO, SHAH & PANFILOV, 1998);;;
Ablepharus_nepalensis;Scincidae;Eugongylinae;Ablepharus;;nepalensis;(EREMCHENKO & HELFENBERGER, 1998);;;
Ablepharus_pannonicus;Scincidae;Eugongylinae;Ablepharus;;pannonicus;(LICHTENSTEIN, 1823);;;
Ablepharus_rueppellii;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);;;
Ablepharus_rueppellii_festae;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);subsp.;festae;PERACCA, 1894
Ablepharus_rueppellii_rueppellii;Scincidae;Eugongylinae;Ablepharus;;rueppellii;(GRAY, 1839);subsp.;rueppellii;(GRAY, 1839)
Ablepharus_sikimmensis;Scincidae;Eugongylinae;Ablepharus;;sikimmensis;(BLYTH, 1854);;;
Ablepharus_tragbulensis;Scincidae;Eugongylinae;Ablepharus;;tragbulensis;(ALCOCK, 1898);;;
Abronia_antauges;Anguidae;Gerrhonotinae;Abronia;;antauges;(COPE, 1866);;;
Abronia_anzuetoi;Anguidae;Gerrhonotinae;Abronia;;anzuetoi;CAMPBELL & FROST, 1993;;;
Abronia_aurita;Anguidae;Gerrhonotinae;Abronia;;aurita;(COPE, 1869);;;
Abronia_bogerti;Anguidae;Gerrhonotinae;Abronia;;bogerti;TIHEN, 1954;;;
Abronia_campbelli;Anguidae;Gerrhonotinae;Abronia;;campbelli;BRODIE & SAVAGE, 1993;;;
Abronia_chiszari;Anguidae;Gerrhonotinae;Abronia;;chiszari;SMITH & SMITH, 1981;;;
Abronia_cuchumatanus;Anguidae;Gerrhonotinae;Abronia;;cuchumatanus;(SOLANO-ZAVALETA, NIETO-MONTES DE OCA & CAMPBELL, 2016);;;
Abronia_cuetzpali;Anguidae;Gerrhonotinae;Abronia;;cuetzpali;CAMPBELL, SOLANO-ZAVALETA, FLORES-VILLELA, CAVIEDES-SOLIS & FROST, 2016;;;
Abronia_deppii;Anguidae;Gerrhonotinae;Abronia;;deppii;(WIEGMANN, 1828);;;
Abronia_fimbriata;Anguidae;Gerrhonotinae;Abronia;;fimbriata;(COPE, 1885);;;
Abronia_frosti;Anguidae;Gerrhonotinae;Abronia;;frosti;CAMPBELL, SASA, ACEVEDO & MENDELSON, 1998;;;
Abronia_fuscolabialis;Anguidae;Gerrhonotinae;Abronia;;fuscolabialis;(TIHEN, 1944);;;
Abronia_gadovii;Anguidae;Gerrhonotinae;Abronia;;gadovii;(BOULENGER, 1913);;;
Abronia_gadovii_gadovii;Anguidae;Gerrhonotinae;Abronia;;gadovii;(BOULENGER, 1913);subsp.;gadovii;(BOULENGER, 1913)
Abronia_gadovii_levigata;Anguidae;Gerrhonotinae;Abronia;;gadovii;(BOULENGER, 1913);subsp.;levigata;TIHEN, 1949
Abronia_gaiophantasma;Anguidae;Gerrhonotinae;Abronia;;gaiophantasma;CAMPBELL & FROST, 1993;;;
Abronia_graminea;Anguidae;Gerrhonotinae;Abronia;;graminea;(COPE, 1864);;;
Abronia_juarezi;Anguidae;Gerrhonotinae;Abronia;;juarezi;(KARGES & WRIGHT, 1987);;;
Abronia_leurolepis;Anguidae;Gerrhonotinae;Abronia;;leurolepis;CAMPBELL & FROST, 1993;;;
Abronia_lythrochila;Anguidae;Gerrhonotinae;Abronia;;lythrochila;SMITH & ALVAREZ DEL TORO, 1963;;;
Abronia_martindelcampoi;Anguidae;Gerrhonotinae;Abronia;;martindelcampoi;FLORES-VILLELA & SÁNCHEZ-H., 2003;;;
Abronia_matudai;Anguidae;Gerrhonotinae;Abronia;;matudai;(HARTWEG & TIHEN, 1946);;;
Abronia_meledona;Anguidae;Gerrhonotinae;Abronia;;meledona;CAMPBELL & BRODIE, 1999;;;
Abronia_mitchelli;Anguidae;Gerrhonotinae;Abronia;;mitchelli;CAMPBELL, 1982;;;
Abronia_mixteca;Anguidae;Gerrhonotinae;Abronia;;mixteca;BOGERT & PORTER, 1967;;;
Abronia_montecristoi;Anguidae;Gerrhonotinae;Abronia;;montecristoi;HIDALGO, 1983;;;
Abronia_monticola;Anguidae;Gerrhonotinae;Abronia;;monticola;(COPE, 1878);;;
Abronia_moreletii;Anguidae;Gerrhonotinae;Abronia;;moreletii;(BOCOURT, 1872);;;
Abronia_moreletii_moreletii;Anguidae;Gerrhonotinae;Abronia;;moreletii;(BOCOURT, 1872);subsp.;moreletii;(BOCOURT, 1872)
Abronia_moreletii_rafaeli;Anguidae;Gerrhonotinae;Abronia;;moreletii;(BOCOURT, 1872);subsp.;rafaeli;(HARTWEG & TIHEN, 1946)
Abronia_moreletii_salvadorensis;Anguidae;Gerrhonotinae;Abronia;;moreletii;(BOCOURT, 1872);subsp.;salvadorensis;(SCHMIDT, 1928)
Abronia_moreletii_temporalis;Anguidae;Gerrhonotinae;Abronia;;moreletii;(BOCOURT, 1872);subsp.;temporalis;(HARTWEG & TIHEN, 1946)
Abronia_morenica;Anguidae;Gerrhonotinae;Abronia;;morenica;CLAUSE, LUNA-REYES & NIETO-MONTES DE OCA, 2020;;;
Abronia_oaxacae;Anguidae;Gerrhonotinae;Abronia;;oaxacae;(GÜNTHER, 1885);;;
Abronia_ochoterenai;Anguidae;Gerrhonotinae;Abronia;;ochoterenai;(MARTIN DEL CAMPO, 1939);;;
Abronia_ornelasi;Anguidae;Gerrhonotinae;Abronia;;ornelasi;CAMPBELL, 1984;;;
Abronia_ramirezi;Anguidae;Gerrhonotinae;Abronia;;ramirezi;CAMPBELL, 1994;;;
Abronia_reidi;Anguidae;Gerrhonotinae;Abronia;;reidi;WERLER & SHANNON, 1961;;;
Abronia_salvadorensis;Anguidae;Gerrhonotinae;Abronia;;salvadorensis;HIDALGO, 1983;;;
Abronia_smithi;Anguidae;Gerrhonotinae;Abronia;;smithi;CAMPBELL & FROST, 1993;;;
Abronia_taeniata;Anguidae;Gerrhonotinae;Abronia;;taeniata;(WIEGMANN, 1828);;;
Abronia_vasconcelosii;Anguidae;Gerrhonotinae;Abronia;;vasconcelosii;(BOCOURT, 1872);;;
Abronia_viridiflava;Anguidae;Gerrhonotinae;Abronia;;viridiflava;(BOCOURT, 1873);;;
Abronia_zongolica;Anguidae;Gerrhonotinae;Abronia;;zongolica;GARCÍA-VÁZQUEZ, CLAUSE, GUTIÉRREZ- RODRÍGUEZ, CAZARES-HERNÁNDEZ & TORRE-LORANCA, 2022;;;
Acanthocercus_adramitanus;Agamidae;Agaminae;Acanthocercus;;adramitanus;(ANDERSON, 1896);;;
Acanthocercus_annectans;Agamidae;Agaminae;Acanthocercus;;annectans;(BLANFORD, 1870);;;
Acanthocercus_atricollis;Agamidae;Agaminae;Acanthocercus;;atricollis;(SMITH, 1849);;;
Acanthocercus_branchi;Agamidae;Agaminae;Acanthocercus;;branchi;WAGNER, GREENBAUM & BAUER, 2012;;;
Acanthocercus_ceriacoi;Agamidae;Agaminae;Acanthocercus;;ceriacoi;MARQUES, PARRINHA, SANTOS, BANDEIRA, BUTLER, SOUSA, BAUER & WAGNER, 2022;;;
Acanthocercus_cyanocephalus;Agamidae;Agaminae;Acanthocercus;;cyanocephalus;(FALK, 1925);;;
Acanthocercus_cyanogaster;Agamidae;Agaminae;Acanthocercus;;cyanogaster;(RÜPPELL, 1835);;;
Acanthocercus_gregorii;Agamidae;Agaminae;Acanthocercus;;gregorii;(GÜNTHER, 1894);;;
Acanthocercus_guentherpetersi;Agamidae;Agaminae;Acanthocercus;;guentherpetersi;LARGEN & SPAWLS, 2006;;;
Acanthocercus_kiwuensis;Agamidae;Agaminae;Acanthocercus;;kiwuensis;(KLAUSEWITZ, 1957);;;
Acanthocercus_margaritae;Agamidae;Agaminae;Acanthocercus;;margaritae;WAGNER, BUTLER, CERÍACO & BAUER, 2021;;;
Acanthocercus_minutus;Agamidae;Agaminae;Acanthocercus;;minutus;(KLAUSEWITZ, 1957);;;
Acanthocercus_phillipsii;Agamidae;Agaminae;Acanthocercus;;phillipsii;(BOULENGER, 1895);;;
Acanthocercus_ugandaensis;Agamidae;Agaminae;Acanthocercus;;ugandaensis;(KLAUSEWITZ, 1957);;;
Acanthocercus_yemensis;Agamidae;Agaminae;Acanthocercus;;yemensis;(KLAUSEWITZ, 1954);;;
Acanthochelys_macrocephala;Chelidae;Chelinae;Acanthochelys;;macrocephala;(RHODIN, MITTERMEIER & MCMORRIS, 1984);;;
Acanthochelys_pallidipectoris;Chelidae;Chelinae;Acanthochelys;;pallidipectoris;(FREIBERG, 1945);;;
Acanthochelys_radiolata;Chelidae;Chelinae;Acanthochelys;;radiolata;(MIKAN, 1820);;;
Acanthochelys_spixii;Chelidae;Chelinae;Acanthochelys;;spixii;(DUMÉRIL & BIBRON, 1835);;;
Acanthodactylus_aegyptius;Lacertidae;Eremiadinae;Acanthodactylus;;aegyptius;BAHA EL DIN, 2007;;;
Acanthodactylus_ahmaddisii;Lacertidae;Eremiadinae;Acanthodactylus;;ahmaddisii;WERNER, 2004;;;
Acanthodactylus_arabicus;Lacertidae;Eremiadinae;Acanthodactylus;;arabicus;BOULENGER, 1918;;;
Acanthodactylus_aureus;Lacertidae;Eremiadinae;Acanthodactylus;;aureus;GÜNTHER, 1903;;;
Acanthodactylus_bedriagai;Lacertidae;Eremiadinae;Acanthodactylus;;bedriagai;LATASTE, 1881;;;
Acanthodactylus_beershebensis;Lacertidae;Eremiadinae;Acanthodactylus;;beershebensis;MORAVEC, EL DIN, SELIGMANN, SIVAN & WERNER, 1999;;;
Acanthodactylus_blanci;Lacertidae;Eremiadinae;Acanthodactylus;;blanci;DOUMERGUE, 1901;;;
Acanthodactylus_blanfordii;Lacertidae;Eremiadinae;Acanthodactylus;;blanfordii;BOULENGER, 1918;;;
Acanthodactylus_boskianus;Lacertidae;Eremiadinae;Acanthodactylus;;boskianus;(DAUDIN, 1802);;;
Acanthodactylus_boskianus_asper;Lacertidae;Eremiadinae;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;asper;(AUDOUIN, 1829)
Acanthodactylus_boskianus_boskianus;Lacertidae;Eremiadinae;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;boskianus;(DAUDIN, 1802)
Acanthodactylus_boskianus_euphraticus;Lacertidae;Eremiadinae;Acanthodactylus;;boskianus;(DAUDIN, 1802);subsp.;euphraticus;BOULENGER, 1919
Acanthodactylus_boueti;Lacertidae;Eremiadinae;Acanthodactylus;;boueti;CHABANAUD, 1917;;;
Acanthodactylus_busacki;Lacertidae;Eremiadinae;Acanthodactylus;;busacki;SALVADOR, 1982;;;
Acanthodactylus_cantoris;Lacertidae;Eremiadinae;Acanthodactylus;;cantoris;GÜNTHER, 1864;;;
Acanthodactylus_dumerilii;Lacertidae;Eremiadinae;Acanthodactylus;;dumerilii;(MILNE-EDWARDS, 1829);;;
Acanthodactylus_erythrurus;Lacertidae;Eremiadinae;Acanthodactylus;;erythrurus;(SCHINZ, 1833);;;
Acanthodactylus_erythrurus_atlanticus;Lacertidae;Eremiadinae;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;atlanticus;BOULENGER, 1918
Acanthodactylus_erythrurus_belli;Lacertidae;Eremiadinae;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;belli;GRAY, 1845
Acanthodactylus_erythrurus_erythrurus;Lacertidae;Eremiadinae;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;erythrurus;(SCHINZ, 1833)
Acanthodactylus_erythrurus_lineomaculatus;Lacertidae;Eremiadinae;Acanthodactylus;;erythrurus;(SCHINZ, 1833);subsp.;lineomaculatus;(DUMÉRIL & BIBRON, 1839)
Acanthodactylus_felicis;Lacertidae;Eremiadinae;Acanthodactylus;;felicis;ARNOLD, 1980;;;
Acanthodactylus_gongrorhynchatus;Lacertidae;Eremiadinae;Acanthodactylus;;gongrorhynchatus;LEVITON & ANDERSON, 1967;;;
Acanthodactylus_grandis;Lacertidae;Eremiadinae;Acanthodactylus;;grandis;BOULENGER, 1909;;;
Acanthodactylus_guineensis;Lacertidae;Eremiadinae;Acanthodactylus;;guineensis;(BOULENGER, 1887);;;
Acanthodactylus_haasi;Lacertidae;Eremiadinae;Acanthodactylus;;haasi;LEVITON & ANDERSON, 1967;;;
Acanthodactylus_hardyi;Lacertidae;Eremiadinae;Acanthodactylus;;hardyi;HAAS, 1957;;;
Acanthodactylus_harranensis;Lacertidae;Eremiadinae;Acanthodactylus;;harranensis;BARAN, KUMLUTAS, LANZA, SINDACO, AVCI & CRUCITTI, 2005;;;
Acanthodactylus_ilgazi;Lacertidae;Eremiadinae;Acanthodactylus;;ilgazi;KURNAZ & ŞAHIN, 2021;;;
Acanthodactylus_khamirensis;Lacertidae;Eremiadinae;Acanthodactylus;;khamirensis;HEIDARI, RASTEGAR-POUYANI, RASTEGAR-POUYANI & RAJABIZADEH, 2013;;;
Acanthodactylus_lacrymae;Lacertidae;Eremiadinae;Acanthodactylus;;lacrymae;MIRALLES, GENIEZ, BEDDEK, MENDEZ-ARANDA, BRITO, LEBLOIS & CROCHET, 2020;;;
Acanthodactylus_longipes;Lacertidae;Eremiadinae;Acanthodactylus;;longipes;BOULENGER, 1918;;;
Acanthodactylus_maculatus;Lacertidae;Eremiadinae;Acanthodactylus;;maculatus;(GRAY, 1838);;;
Acanthodactylus_margaritae;Lacertidae;Eremiadinae;Acanthodactylus;;margaritae;TAMAR, GENIEZ, BRITO & CROCHET, 2017;;;
Acanthodactylus_masirae;Lacertidae;Eremiadinae;Acanthodactylus;;masirae;ARNOLD, 1980;;;
Acanthodactylus_micropholis;Lacertidae;Eremiadinae;Acanthodactylus;;micropholis;BLANFORD, 1874;;;
Acanthodactylus_montanus;Lacertidae;Eremiadinae;Acanthodactylus;;montanus;MIRALLES, GENIEZ, BEDDEK, MENDEZ-ARANDA, BRITO, LEBLOIS & CROCHET, 2020;;;
Acanthodactylus_nilsoni;Lacertidae;Eremiadinae;Acanthodactylus;;nilsoni;RASTEGAR-POUYANI, 1998;;;
Acanthodactylus_opheodurus;Lacertidae;Eremiadinae;Acanthodactylus;;opheodurus;ARNOLD, 1980;;;
Acanthodactylus_orientalis;Lacertidae;Eremiadinae;Acanthodactylus;;orientalis;ANGEL, 1936;;;
Acanthodactylus_pardalis;Lacertidae;Eremiadinae;Acanthodactylus;;pardalis;(LICHTENSTEIN, 1823);;;
Acanthodactylus_robustus;Lacertidae;Eremiadinae;Acanthodactylus;;robustus;WERNER, 1929;;;
Acanthodactylus_savignyi;Lacertidae;Eremiadinae;Acanthodactylus;;savignyi;(AUDOUIN, 1827);;;
Acanthodactylus_schmidti;Lacertidae;Eremiadinae;Acanthodactylus;;schmidti;HAAS, 1957;;;
Acanthodactylus_schreiberi;Lacertidae;Eremiadinae;Acanthodactylus;;schreiberi;BOULENGER, 1878;;;
Acanthodactylus_scutellatus;Lacertidae;Eremiadinae;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);;;
Acanthodactylus_scutellatus_audouini;Lacertidae;Eremiadinae;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);subsp.;audouini;BOULENGER, 1918
Acanthodactylus_scutellatus_scutellatus;Lacertidae;Eremiadinae;Acanthodactylus;;scutellatus;(AUDOUIN, 1827);subsp.;scutellatus;(AUDOUIN, 1827)
Acanthodactylus_senegalensis;Lacertidae;Eremiadinae;Acanthodactylus;;senegalensis;CHABANAUD, 1918;;;
Acanthodactylus_spinicauda;Lacertidae;Eremiadinae;Acanthodactylus;;spinicauda;DOUMERGUE, 1901;;;
Acanthodactylus_taghitensis;Lacertidae;Eremiadinae;Acanthodactylus;;taghitensis;GENIEZ & FOUCART, 1995;;;
Acanthodactylus_tilburyi;Lacertidae;Eremiadinae;Acanthodactylus;;tilburyi;ARNOLD, 1986;;;
Acanthodactylus_tristrami;Lacertidae;Eremiadinae;Acanthodactylus;;tristrami;(GÜNTHER, 1864);;;
Acanthodactylus_yemenicus;Lacertidae;Eremiadinae;Acanthodactylus;;yemenicus;SALVADOR, 1982;;;
Acanthodactylus_zagrosicus;Lacertidae;Eremiadinae;Acanthodactylus;;zagrosicus;MOZAFFARI, MOHAMMADI, SABERI-PIROOZ & AHMADZADEH, 2021;;;
Acanthophis_antarcticus;Elapidae;Hydrophiinae;Acanthophis;;antarcticus;(SHAW, 1802);;;
Acanthophis_cryptamydros;Elapidae;Hydrophiinae;Acanthophis;;cryptamydros;MADDOCK, ELLIS, DOUGHTY, SMITH & WÜSTER, 2015;;;
Acanthophis_hawkei;Elapidae;Hydrophiinae;Acanthophis;;hawkei;WELLS & WELLINGTON, 1985;;;
Acanthophis_laevis;Elapidae;Hydrophiinae;Acanthophis;;laevis;MACLEAY, 1877;;;
Acanthophis_praelongus;Elapidae;Hydrophiinae;Acanthophis;;praelongus;RAMSAY, 1877;;;
Acanthophis_pyrrhus;Elapidae;Hydrophiinae;Acanthophis;;pyrrhus;BOULENGER, 1898;;;
Acanthophis_rugosus;Elapidae;Hydrophiinae;Acanthophis;;rugosus;LOVERIDGE, 1948;;;
Acanthophis_wellsi;Elapidae;Hydrophiinae;Acanthophis;;wellsi;HOSER, 1998;;;
Acanthosaura_armata;Agamidae;Draconinae;Acanthosaura;;armata;(GRAY, 1827);;;
Acanthosaura_aurantiacrista;Agamidae;Draconinae;Acanthosaura;;aurantiacrista;TRIVALAIRAT, KUNYA, CHANHOME, SUMONTHA, VASARUCHAPONG, CHOMNGAM & CHIANGKUL, 2020;;;
Acanthosaura_bintangensis;Agamidae;Draconinae;Acanthosaura;;bintangensis;WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER, 2009;;;
Acanthosaura_brachypoda;Agamidae;Draconinae;Acanthosaura;;brachypoda;ANANJEVA, ORLOV, NGUYEN & RYABOV, 2011;;;
Acanthosaura_capra;Agamidae;Draconinae;Acanthosaura;;capra;GÜNTHER, 1861;;;
Acanthosaura_cardamomensis;Agamidae;Draconinae;Acanthosaura;;cardamomensis;WOOD, GRISMER, GRISMER, NEANG, CHAV & HOLDEN, 2010;;;
Acanthosaura_coronata;Agamidae;Draconinae;Acanthosaura;;coronata;GÜNTHER, 1861;;;
Acanthosaura_crucigera;Agamidae;Draconinae;Acanthosaura;;crucigera;BOULENGER, 1885;;;
Acanthosaura_lepidogaster;Agamidae;Draconinae;Acanthosaura;;lepidogaster;(CUVIER, 1829);;;
Acanthosaura_liui;Agamidae;Draconinae;Acanthosaura;;liui;LIU, HOU, MO & RAO, 2020;;;
Acanthosaura_meridiona;Agamidae;Draconinae;Acanthosaura;;meridiona;TRIVALAIRAT, SUMONTHA, KUNYA & CHIANGKUL, 2022;;;
Acanthosaura_murphyi;Agamidae;Draconinae;Acanthosaura;;murphyi;NGUYEN, DO, HOANG, NGUYEN, MCCORMACK, NGUYEN, ORLOV, NGUYEN & NGUYEN, 2018;;;
Acanthosaura_nataliae;Agamidae;Draconinae;Acanthosaura;;nataliae;ORLOV, TRUONG & SANG, 2006;;;
Acanthosaura_phongdienensis;Agamidae;Draconinae;Acanthosaura;;phongdienensis;NGUYEN, JIN, VO, NGUYEN, ZHOU, CHE, MURPHY & ZHANG, 2019;;;
Acanthosaura_phuketensis;Agamidae;Draconinae;Acanthosaura;;phuketensis;PAUWELS, SUMONTHA, KUNYA, NITIKUL, SAMPHANTHAMIT, WOOD & GRISMER, 2015;;;
Acanthosaura_prasina;Agamidae;Draconinae;Acanthosaura;;prasina;ANANJEVA, ERMAKOV, NGUYEN, NGUYEN, MURPHY, LUKONINA & ORLOV, 2020;;;
Acanthosaura_titiwangsaensis;Agamidae;Draconinae;Acanthosaura;;titiwangsaensis;WOOD, GRISMER, GRISMER, AHMAD, ONN & BAUER, 2009;;;
Acanthosaura_tongbiguanensis;Agamidae;Draconinae;Acanthosaura;;tongbiguanensis;LIU & RAO, 2019;;;
Achalinus_ater;Xenodermidae;;Achalinus;;ater;BOURRET, 1937;;;
Achalinus_dehuaensis;Xenodermidae;;Achalinus;;dehuaensis;LI, WU, XU, ZHU, REN, GUO & DONG, 2021;;;
Achalinus_emilyae;Xenodermidae;;Achalinus;;emilyae;ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE, 2019;;;
Achalinus_formosanus;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;;;
Achalinus_formosanus_chigirai;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;subsp.;chigirai;OTA & TOYAMA, 1989
Achalinus_formosanus_formosanus;Xenodermidae;;Achalinus;;formosanus;BOULENGER, 1908;subsp.;formosanus;BOULENGER, 1908
Achalinus_hainanus;Xenodermidae;;Achalinus;;hainanus;HUANG, 1975;;;
Achalinus_huangjietangi;Xenodermidae;;Achalinus;;huangjietangi;HUANG, PENG & HUANG, 2021;;;
Achalinus_jinggangensis;Xenodermidae;;Achalinus;;jinggangensis;(ZONG & MA, 1983);;;
Achalinus_juliani;Xenodermidae;;Achalinus;;juliani;ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE, 2019;;;
Achalinus_meiguensis;Xenodermidae;;Achalinus;;meiguensis;HU & ZHAO, 1966;;;
Achalinus_niger;Xenodermidae;;Achalinus;;niger;MAKI, 1931;;;
Achalinus_panzhihuaensis;Xenodermidae;;Achalinus;;panzhihuaensis;HOU, WANG, GUO, CHEN, YUAN & CHE, 2021;;;
Achalinus_pingbianensis;Xenodermidae;;Achalinus;;pingbianensis;LI, YU, WU, LIAO, TANG, LIU & GUO, 2020;;;
Achalinus_rufescens;Xenodermidae;;Achalinus;;rufescens;BOULENGER, 1888;;;
Achalinus_spinalis;Xenodermidae;;Achalinus;;spinalis;PETERS, 1869;;;
Achalinus_timi;Xenodermidae;;Achalinus;;timi;ZIEGLER, NGUYEN, PHAM, NGUYEN, PHAM, VAN SCHINGEN, NGUYEN & LE, 2019;;;
Achalinus_tranganensis;Xenodermidae;;Achalinus;;tranganensis;LUU, ZIEGLER, HA, LO, HOANG, NGO, LE, TRAN & NGUYEN, 2020;;;
Achalinus_werneri;Xenodermidae;;Achalinus;;werneri;VAN DENBURGH, 1912;;;
Achalinus_yangdatongi;Xenodermidae;;Achalinus;;yangdatongi;HOU, WANG, GUO, CHEN, YUAN & CHE, 2021;;;
Achalinus_yunkaiensis;Xenodermidae;;Achalinus;;yunkaiensis;WANG, LI & WANG, 2019;;;
Achalinus_zugorum;Xenodermidae;;Achalinus;;zugorum;MILLER, DAVIS, LUONG, DO, PHAM, ZIEGLER, LEE, DE QUEIROZ, REYNOLDS & NGUYEN, 2020;;;
Acontias_albigularis;Scincidae;Acontiinae;Acontias;;albigularis;CONRADIE, BUSSCHAU & EDWARDS, 2018;;;
Acontias_aurantiacus;Scincidae;Acontiinae;Acontias;;aurantiacus;(PETERS, 1854);;;
Acontias_aurantiacus_aurantiacus;Scincidae;Acontiinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;aurantiacus;(PETERS, 1854)
Acontias_aurantiacus_bazarutoensis;Scincidae;Acontiinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;bazarutoensis;(BROADLEY, 1990)
Acontias_aurantiacus_carolinensis;Scincidae;Acontiinae;Acontias;;aurantiacus;(PETERS, 1854);subsp.;carolinensis;(BROADLEY, 1990)
Acontias_bicolor;Scincidae;Acontiinae;Acontias;;bicolor;(HEWITT, 1929);;;
Acontias_breviceps;Scincidae;Acontiinae;Acontias;;breviceps;ESSEX, 1925;;;
Acontias_cregoi;Scincidae;Acontiinae;Acontias;;cregoi;(BOULENGER, 1903);;;
Acontias_fitzsimonsi;Scincidae;Acontiinae;Acontias;;fitzsimonsi;(BROADLEY, 1968);;;
Acontias_gariepensis;Scincidae;Acontiinae;Acontias;;gariepensis;(FITZSIMONS, 1941);;;
