taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Atheris_hispida;Viperidae;Viperinae;Atheris;;hispida;LAURENT, 1955;;;
Atheris_katangensis;Viperidae;Viperinae;Atheris;;katangensis;DE WITTE, 1953;;;
Atheris_mabuensis;Viperidae;Viperinae;Atheris;;mabuensis;BRANCH & BAYLISS, 2009;;;
Atheris_matildae;Viperidae;Viperinae;Atheris;;matildae;MENEGON, DAVENPORT & HOWELL, 2011;;;
Atheris_mongoensis;Viperidae;Viperinae;Atheris;;mongoensis;COLLET & TRAPE, 2020;;;
Atheris_nitschei;Viperidae;Viperinae;Atheris;;nitschei;TORNIER, 1902;;;
Atheris_rungweensis;Viperidae;Viperinae;Atheris;;rungweensis;BOGERT, 1940;;;
Atheris_squamigera;Viperidae;Viperinae;Atheris;;squamigera;HALLOWELL, 1854;;;
Atheris_subocularis;Viperidae;Viperinae;Atheris;;subocularis;FISCHER, 1888;;;
Atlantolacerta_andreanskyi;Lacertidae;Eremiadinae;Atlantolacerta;;andreanskyi;(WERNER, 1929);;;
Atractaspis_andersonii;Atractaspididae;Atractaspidinae;Atractaspis;;andersonii;BOULENGER, 1905;;;
Atractaspis_aterrima;Atractaspididae;Atractaspidinae;Atractaspis;;aterrima;GÜNTHER, 1863;;;
Atractaspis_battersbyi;Atractaspididae;Atractaspidinae;Atractaspis;;battersbyi;DE WITTE, 1959;;;
Atractaspis_bibronii;Atractaspididae;Atractaspidinae;Atractaspis;;bibronii;SMITH, 1849;;;
Atractaspis_bibronii_bibronii;Atractaspididae;Atractaspidinae;Atractaspis;;bibronii;SMITH, 1849;subsp.;bibronii;SMITH, 1849
Atractaspis_bibronii_rostrata;Atractaspididae;Atractaspidinae;Atractaspis;;bibronii;SMITH, 1849;subsp.;rostrata;GÜNTHER, 1868
Atractaspis_boulengeri;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;;;
Atractaspis_boulengeri_boulengeri;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;boulengeri;MOCQUARD, 1897
Atractaspis_boulengeri_matschiensis;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;matschiensis;WERNER, 1897
Atractaspis_boulengeri_mixta;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;mixta;LAURENT, 1945
Atractaspis_boulengeri_schmidti;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;schmidti;LAURENT, 1945
Atractaspis_boulengeri_schultzei;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;schultzei;(STERNFELD, 1917)
Atractaspis_boulengeri_vanderborghti;Atractaspididae;Atractaspidinae;Atractaspis;;boulengeri;MOCQUARD, 1897;subsp.;vanderborghti;LAURENT, 1956
Atractaspis_branchi;Atractaspididae;Atractaspidinae;Atractaspis;;branchi;RÖDEL, KUCHARZEWSKI, MAHLOW, CHIRIO, PAUWELS,CARLINO, SAMBOLAH & GLOS, 2019;;;
Atractaspis_congica;Atractaspididae;Atractaspidinae;Atractaspis;;congica;PETERS, 1877;;;
Atractaspis_congica_congica;Atractaspididae;Atractaspidinae;Atractaspis;;congica;PETERS, 1877;subsp.;congica;PETERS, 1877
Atractaspis_congica_leleupi;Atractaspididae;Atractaspidinae;Atractaspis;;congica;PETERS, 1877;subsp.;leleupi;LAURENT, 1950
Atractaspis_congica_orientalis;Atractaspididae;Atractaspidinae;Atractaspis;;congica;PETERS, 1877;subsp.;orientalis;LAURENT, 1945
Atractaspis_corpulenta;Atractaspididae;Atractaspidinae;Atractaspis;;corpulenta;(HALLOWELL, 1854);;;
Atractaspis_corpulenta_corpulenta;Atractaspididae;Atractaspidinae;Atractaspis;;corpulenta;(HALLOWELL, 1854);subsp.;corpulenta;(HALLOWELL, 1854)
Atractaspis_corpulenta_kivuensis;Atractaspididae;Atractaspidinae;Atractaspis;;corpulenta;(HALLOWELL, 1854);subsp.;kivuensis;LAURENT, 1958
Atractaspis_corpulenta_leucura;Atractaspididae;Atractaspidinae;Atractaspis;;corpulenta;(HALLOWELL, 1854);subsp.;leucura;MOCQUARD, 1885
Atractaspis_dahomeyensis;Atractaspididae;Atractaspidinae;Atractaspis;;dahomeyensis;BOCAGE, 1887;;;
Atractaspis_duerdeni;Atractaspididae;Atractaspidinae;Atractaspis;;duerdeni;GOUGH, 1907;;;
Atractaspis_engaddensis;Atractaspididae;Atractaspidinae;Atractaspis;;engaddensis;HAAS, 1950;;;
Atractaspis_engdahli;Atractaspididae;Atractaspidinae;Atractaspis;;engdahli;LÖNNBERG & ANDERSSON, 1913;;;
Atractaspis_fallax;Atractaspididae;Atractaspidinae;Atractaspis;;fallax;PETERS, 1867;;;
Atractaspis_irregularis;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);;;
Atractaspis_irregularis_angeli;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);subsp.;angeli;LAURENT, 1950
Atractaspis_irregularis_bipostocularis;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);subsp.;bipostocularis;BOULENGER, 1905
Atractaspis_irregularis_irregularis;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);subsp.;irregularis;(REINHARDT, 1843)
Atractaspis_irregularis_parkeri;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);subsp.;parkeri;LAURENT, 1945
Atractaspis_irregularis_uelensis;Atractaspididae;Atractaspidinae;Atractaspis;;irregularis;(REINHARDT, 1843);subsp.;uelensis;LAURENT, 1945
Atractaspis_leucomelas;Atractaspididae;Atractaspidinae;Atractaspis;;leucomelas;BOULENGER, 1895;;;
Atractaspis_magrettii;Atractaspididae;Atractaspidinae;Atractaspis;;magrettii;SCORTECCI, 1929;;;
Atractaspis_microlepidota;Atractaspididae;Atractaspidinae;Atractaspis;;microlepidota;GÜNTHER, 1866;;;
Atractaspis_micropholis;Atractaspididae;Atractaspidinae;Atractaspis;;micropholis;GÜNTHER, 1872;;;
Atractaspis_phillipsi;Atractaspididae;Atractaspidinae;Atractaspis;;phillipsi;BARBOUR, 1913;;;
Atractaspis_reticulata;Atractaspididae;Atractaspidinae;Atractaspis;;reticulata;SJÖSTEDT, 1896;;;
Atractaspis_reticulata_brieni;Atractaspididae;Atractaspidinae;Atractaspis;;reticulata;SJÖSTEDT, 1896;subsp.;brieni;LAURENT, 1956
Atractaspis_reticulata_heterochilus;Atractaspididae;Atractaspidinae;Atractaspis;;reticulata;SJÖSTEDT, 1896;subsp.;heterochilus;(BOULENGER, 1901)
Atractaspis_reticulata_reticulata;Atractaspididae;Atractaspidinae;Atractaspis;;reticulata;SJÖSTEDT, 1896;subsp.;reticulata;SJÖSTEDT, 1896
Atractaspis_scorteccii;Atractaspididae;Atractaspidinae;Atractaspis;;scorteccii;PARKER, 1949;;;
Atractaspis_watsoni;Atractaspididae;Atractaspidinae;Atractaspis;;watsoni;BOULENGER, 1908;;;
Atractus_aboiporu;Colubridae;Dipsadinae;Atractus;;aboiporu;MELO-SAMPAIO, PASSOS, FOUQUET, COSTA-PRUDENTE & TORRES-CARVAJAL, 2019;;;
Atractus_acheronius;Colubridae;Dipsadinae;Atractus;;acheronius;PASSOS, RIVAS-FUENMAYOR & BARRIO-AMORÓS, 2009;;;
Atractus_akerios;Colubridae;Dipsadinae;Atractus;;akerios;MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021;;;
Atractus_albuquerquei;Colubridae;Dipsadinae;Atractus;;albuquerquei;DA CUNHA & DO NASCIMENTO, 1983;;;
Atractus_alphonsehogei;Colubridae;Dipsadinae;Atractus;;alphonsehogei;DA CUNHA & DO NASCIMENTO, 1983;;;
Atractus_altagratiae;Colubridae;Dipsadinae;Atractus;;altagratiae;PASSOS & FERNANDES, 2008;;;
Atractus_alytogrammus;Colubridae;Dipsadinae;Atractus;;alytogrammus;KÖHLER & KIECKBUSCH, 2014;;;
Atractus_andinus;Colubridae;Dipsadinae;Atractus;;andinus;PRADO, 1944;;;
Atractus_apophis;Colubridae;Dipsadinae;Atractus;;apophis;PASSOS & LYNCH, 2010;;;
Atractus_atlas;Colubridae;Dipsadinae;Atractus;;atlas;PASSOS, SCANFERLA, MELO-SAMPAIO, BRITO & ALMENDARIZ, 2018;;;
Atractus_atratus;Colubridae;Dipsadinae;Atractus;;atratus;PASSOS & LYNCH, 2010;;;
Atractus_attenuatus;Colubridae;Dipsadinae;Atractus;;attenuatus;MYERS & SCHARGEL, 2006;;;
Atractus_avernus;Colubridae;Dipsadinae;Atractus;;avernus;PASSOS, CHIESSE, TORRES-CARVAJAL & SAVAGE, 2009;;;
Atractus_ayeush;Colubridae;Dipsadinae;Atractus;;ayeush;ESQUEDA, 2011;;;
Atractus_badius;Colubridae;Dipsadinae;Atractus;;badius;(BOIE, 1827);;;
Atractus_biseriatus;Colubridae;Dipsadinae;Atractus;;biseriatus;PRADO, 1941;;;
Atractus_bocki;Colubridae;Dipsadinae;Atractus;;bocki;WERNER, 1909;;;
Atractus_bocourti;Colubridae;Dipsadinae;Atractus;;bocourti;BOULENGER, 1894;;;
Atractus_boimirim;Colubridae;Dipsadinae;Atractus;;boimirim;PASSOS, PRUDENTE & LYNCH, 2016;;;
Atractus_boulengerii;Colubridae;Dipsadinae;Atractus;;boulengerii;PERACCA, 1896;;;
Atractus_caete;Colubridae;Dipsadinae;Atractus;;caete;PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE, 2010;;;
Atractus_careolepis;Colubridae;Dipsadinae;Atractus;;careolepis;KÖHLER & KIECKBUSCH, 2014;;;
Atractus_carrioni;Colubridae;Dipsadinae;Atractus;;carrioni;PARKER, 1930;;;
Atractus_caxiuana;Colubridae;Dipsadinae;Atractus;;caxiuana;COSTA PRUDENTE & SANTOS-COSTA, 2006;;;
Atractus_cerberus;Colubridae;Dipsadinae;Atractus;;cerberus;ARTEAGA, MEBERT, VALENCIA, CISNEROS-HEREDIA, PEÑAFIEL, REYES-PUIG, VIEIRA-FERNANDES & GUAYASAMIN, 2017;;;
Atractus_charitoae;Colubridae;Dipsadinae;Atractus;;charitoae;SILVA HAAD, 2004;;;
Atractus_chthonius;Colubridae;Dipsadinae;Atractus;;chthonius;PASSOS & LYNCH, 2010;;;
Atractus_clarki;Colubridae;Dipsadinae;Atractus;;clarki;DUNN & BAILEY, 1939;;;
Atractus_collaris;Colubridae;Dipsadinae;Atractus;;collaris;PERACCA, 1897;;;
Atractus_crassicaudatus;Colubridae;Dipsadinae;Atractus;;crassicaudatus;(DUMÉRIL, BIBRON  & DUMÉRIL, 1854);;;
Atractus_dapsilis;Colubridae;Dipsadinae;Atractus;;dapsilis;MELO-SAMPAIO, PASSOS, FOUQUET, COSTA-PRUDENTE & TORRES-CARVAJAL, 2019;;;
Atractus_darienensis;Colubridae;Dipsadinae;Atractus;;darienensis;MYERS, 2003;;;
Atractus_depressiocellus;Colubridae;Dipsadinae;Atractus;;depressiocellus;MYERS, 2003;;;
Atractus_duboisi;Colubridae;Dipsadinae;Atractus;;duboisi;(BOULENGER, 1880);;;
Atractus_duidensis;Colubridae;Dipsadinae;Atractus;;duidensis;ROZE, 1961;;;
Atractus_dunni;Colubridae;Dipsadinae;Atractus;;dunni;SAVAGE, 1955;;;
Atractus_echidna;Colubridae;Dipsadinae;Atractus;;echidna;PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES, 2009;;;
Atractus_ecuadorensis;Colubridae;Dipsadinae;Atractus;;ecuadorensis;SAVAGE, 1955;;;
Atractus_edioi;Colubridae;Dipsadinae;Atractus;;edioi;DA SILVA, RODRIGUES SILVA, RIBEIRO, SOUZA & DO AMARAL SOUZA, 2005;;;
Atractus_elaps;Colubridae;Dipsadinae;Atractus;;elaps;(GÜNTHER, 1858);;;
Atractus_emigdioi;Colubridae;Dipsadinae;Atractus;;emigdioi;GONZALES-SPONGA, 1971;;;
Atractus_emmeli;Colubridae;Dipsadinae;Atractus;;emmeli;(BOETTGER, 1888);;;
Atractus_eriki;Colubridae;Dipsadinae;Atractus;;eriki;ESQUEDA, LA MARCA & BAZÓ, 2007;;;
Atractus_erythromelas;Colubridae;Dipsadinae;Atractus;;erythromelas;BOULENGER, 1903;;;
Atractus_esepe;Colubridae;Dipsadinae;Atractus;;esepe;ARTEAGA, MEBERT, VALENCIA, CISNEROS-HEREDIA, PEÑAFIEL, REYES-PUIG, VIEIRA-FERNANDES & GUAYASAMIN, 2017;;;
Atractus_favae;Colubridae;Dipsadinae;Atractus;;favae;(FILIPPI, 1840);;;
Atractus_flammigerus;Colubridae;Dipsadinae;Atractus;;flammigerus;(BOIE, 1827);;;
Atractus_franciscopaivai;Colubridae;Dipsadinae;Atractus;;franciscopaivai;SILVA HAAD, 2004;;;
Atractus_francoi;Colubridae;Dipsadinae;Atractus;;francoi;PASSOS, FERNANDES, BÉRNILS & MOURA-LEITE, 2010;;;
Atractus_fuliginosus;Colubridae;Dipsadinae;Atractus;;fuliginosus;(HALLOWELL, 1845);;;
Atractus_gaigeae;Colubridae;Dipsadinae;Atractus;;gaigeae;(SAVAGE, 1955);;;
Atractus_gigas;Colubridae;Dipsadinae;Atractus;;gigas;MYERS & SCHARGEL, 2006;;;
Atractus_guentheri;Colubridae;Dipsadinae;Atractus;;guentheri;(WUCHERER, 1861);;;
Atractus_heliobelluomini;Colubridae;Dipsadinae;Atractus;;heliobelluomini;SILVA HAAD, 2004;;;
Atractus_heyeri;Colubridae;Dipsadinae;Atractus;;heyeri;ESQUEDA & MCDIARMID, 2015;;;
Atractus_hoogmoedi;Colubridae;Dipsadinae;Atractus;;hoogmoedi;PRUDENTE & PASSOS, 2010;;;
Atractus_hostilitractus;Colubridae;Dipsadinae;Atractus;;hostilitractus;MYERS, 2003;;;
Atractus_imperfectus;Colubridae;Dipsadinae;Atractus;;imperfectus;MYERS, 2003;;;
Atractus_indistinctus;Colubridae;Dipsadinae;Atractus;;indistinctus;PRADO, 1940;;;
Atractus_insipidus;Colubridae;Dipsadinae;Atractus;;insipidus;ROZE, 1961;;;
Atractus_iridescens;Colubridae;Dipsadinae;Atractus;;iridescens;PERACCA, 1896;;;
Atractus_lancinii;Colubridae;Dipsadinae;Atractus;;lancinii;ROZE, 1961;;;
Atractus_lasallei;Colubridae;Dipsadinae;Atractus;;lasallei;AMARAL, 1931;;;
Atractus_latifrons;Colubridae;Dipsadinae;Atractus;;latifrons;(GÜNTHER, 1868);;;
Atractus_lehmanni;Colubridae;Dipsadinae;Atractus;;lehmanni;BOETTGER, 1898;;;
Atractus_loveridgei;Colubridae;Dipsadinae;Atractus;;loveridgei;AMARAL, 1930;;;
Atractus_macondo;Colubridae;Dipsadinae;Atractus;;macondo;PASSOS, LYNCH & FERNANDES, 2009;;;
Atractus_maculatus;Colubridae;Dipsadinae;Atractus;;maculatus;(GÜNTHER, 1858);;;
Atractus_major;Colubridae;Dipsadinae;Atractus;;major;BOULENGER, 1894;;;
Atractus_manizalesensis;Colubridae;Dipsadinae;Atractus;;manizalesensis;PRADO, 1940;;;
Atractus_mariselae;Colubridae;Dipsadinae;Atractus;;mariselae;LANCINI, 1969;;;
Atractus_marthae;Colubridae;Dipsadinae;Atractus;;marthae;MENESES-PELAYO & PASSOS, 2019;;;
Atractus_matthewi;Colubridae;Dipsadinae;Atractus;;matthewi;MARKEZICH & BARRIO-AMORÓS, 2004;;;
Atractus_medusa;Colubridae;Dipsadinae;Atractus;;medusa;PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES, 2009;;;
Atractus_melanogaster;Colubridae;Dipsadinae;Atractus;;melanogaster;WERNER, 1916;;;
Atractus_melas;Colubridae;Dipsadinae;Atractus;;melas;BOULENGER, 1908;;;
Atractus_meridensis;Colubridae;Dipsadinae;Atractus;;meridensis;ESQUEDA & LA MARCA, 2005;;;
Atractus_micheleae;Colubridae;Dipsadinae;Atractus;;micheleae;ESQUEDA & LA MARCA, 2005;;;
Atractus_microrhynchus;Colubridae;Dipsadinae;Atractus;;microrhynchus;(COPE, 1868);;;
Atractus_mijaresi;Colubridae;Dipsadinae;Atractus;;mijaresi;ESQUEDA & LA MARCA, 2005;;;
Atractus_modestus;Colubridae;Dipsadinae;Atractus;;modestus;BOULENGER, 1894;;;
Atractus_multicinctus;Colubridae;Dipsadinae;Atractus;;multicinctus;(JAN, 1865);;;
Atractus_multidentatus;Colubridae;Dipsadinae;Atractus;;multidentatus;PASSOS, RIVAS-FUENMAYOR & BARRIO-AMORÓS, 2009;;;
Atractus_nasutus;Colubridae;Dipsadinae;Atractus;;nasutus;PASSOS, FERNANDES & LYNCH, 2009;;;
Atractus_natans;Colubridae;Dipsadinae;Atractus;;natans;HOOGMOED & PRUDENTE, 2003;;;
Atractus_nawa;Colubridae;Dipsadinae;Atractus;;nawa;MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021;;;
Atractus_nicefori;Colubridae;Dipsadinae;Atractus;;nicefori;AMARAL, 1930;;;
Atractus_nigricauda;Colubridae;Dipsadinae;Atractus;;nigricauda;SCHMIDT & WALKER, 1943;;;
Atractus_nigriventris;Colubridae;Dipsadinae;Atractus;;nigriventris;AMARAL, 1933;;;
Atractus_obesus;Colubridae;Dipsadinae;Atractus;;obesus;MARX, 1960;;;
Atractus_obtusirostris;Colubridae;Dipsadinae;Atractus;;obtusirostris;WERNER, 1916;;;
Atractus_occidentalis;Colubridae;Dipsadinae;Atractus;;occidentalis;SAVAGE, 1955;;;
Atractus_occipitoalbus;Colubridae;Dipsadinae;Atractus;;occipitoalbus;(JAN, 1862);;;
Atractus_ochrosetrus;Colubridae;Dipsadinae;Atractus;;ochrosetrus;ESQUEDA & LA MARCA, 2005;;;
Atractus_oculotemporalis;Colubridae;Dipsadinae;Atractus;;oculotemporalis;AMARAL, 1932;;;
Atractus_orcesi;Colubridae;Dipsadinae;Atractus;;orcesi;SAVAGE, 1955;;;
Atractus_pachacamac;Colubridae;Dipsadinae;Atractus;;pachacamac;MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021;;;
Atractus_paisa;Colubridae;Dipsadinae;Atractus;;paisa;PASSOS, FERNANDES & LYNCH, 2009;;;
Atractus_pamplonensis;Colubridae;Dipsadinae;Atractus;;pamplonensis;AMARAL, 1937;;;
Atractus_pantostictus;Colubridae;Dipsadinae;Atractus;;pantostictus;FERNANDES & PUORTO, 1993;;;
Atractus_paraguayensis;Colubridae;Dipsadinae;Atractus;;paraguayensis;WERNER, 1924;;;
Atractus_paucidens;Colubridae;Dipsadinae;Atractus;;paucidens;(DESPAX, 1910);;;
Atractus_pauciscutatus;Colubridae;Dipsadinae;Atractus;;pauciscutatus;SCHMIDT & WALKER, 1943;;;
Atractus_peruvianus;Colubridae;Dipsadinae;Atractus;;peruvianus;(JAN, 1862);;;
Atractus_poeppigi;Colubridae;Dipsadinae;Atractus;;poeppigi;(JAN, 1862);;;
Atractus_potschi;Colubridae;Dipsadinae;Atractus;;potschi;FERNANDES, 1995;;;
Atractus_punctiventris;Colubridae;Dipsadinae;Atractus;;punctiventris;AMARAL, 1933;;;
Atractus_resplendens;Colubridae;Dipsadinae;Atractus;;resplendens;WERNER, 1901;;;
Atractus_reticulatus;Colubridae;Dipsadinae;Atractus;;reticulatus;(BOULENGER, 1885);;;
Atractus_riveroi;Colubridae;Dipsadinae;Atractus;;riveroi;ROZE, 1961;;;
Atractus_ronnie;Colubridae;Dipsadinae;Atractus;;ronnie;PASSOS, FERNANDES & BORGES-NOJOSA, 2007;;;
Atractus_roulei;Colubridae;Dipsadinae;Atractus;;roulei;DESPAX, 1910;;;
Atractus_sanctaemartae;Colubridae;Dipsadinae;Atractus;;sanctaemartae;DUNN, 1946;;;
Atractus_sanguineus;Colubridae;Dipsadinae;Atractus;;sanguineus;PRADO, 1944;;;
Atractus_savagei;Colubridae;Dipsadinae;Atractus;;savagei;SALAZAR-VALENZUELA, TORRES-CARVAJAL & PASSOS, 2014;;;
Atractus_schach;Colubridae;Dipsadinae;Atractus;;schach;(BOIE, 1827);;;
Atractus_serranus;Colubridae;Dipsadinae;Atractus;;serranus;AMARAL, 1930;;;
Atractus_snethlageae;Colubridae;Dipsadinae;Atractus;;snethlageae;DA CUNHA & DO NASCIMENTO, 1983;;;
Atractus_spinalis;Colubridae;Dipsadinae;Atractus;;spinalis;PASSOS, TEXEIRA Jr, RECODER, DE SENA, DAL VECHIO, ARRUDA-PINTO, MENDONÇA, CASSIMIRO & RODRIGUES, 2013;;;
Atractus_steyermarki;Colubridae;Dipsadinae;Atractus;;steyermarki;ROZE, 1958;;;
Atractus_stygius;Colubridae;Dipsadinae;Atractus;;stygius;PASSOS, AZEVEDO, NOGUEIRA, FERNANDES & SWAYA, 2019;;;
Atractus_surucucu;Colubridae;Dipsadinae;Atractus;;surucucu;PRUDENTE, 2008;;;
Atractus_tamaensis;Colubridae;Dipsadinae;Atractus;;tamaensis;ESQUEDA & LA MARCA, 2005;;;
Atractus_tamessari;Colubridae;Dipsadinae;Atractus;;tamessari;KOK, 2006;;;
Atractus_taphorni;Colubridae;Dipsadinae;Atractus;;taphorni;SCHARGEL & GARCÍA-PÉREZ, 2002;;;
Atractus_tartarus;Colubridae;Dipsadinae;Atractus;;tartarus;PASSOS, PRUDENTE & LYNCH, 2016;;;
Atractus_thalesdelemai;Colubridae;Dipsadinae;Atractus;;thalesdelemai;PASSOS, FERNANDES & ZANELLA, 2005;;;
Atractus_titanicus;Colubridae;Dipsadinae;Atractus;;titanicus;PASSOS, FERNANDES & LYNCH, 2009;;;
Atractus_torquatus;Colubridae;Dipsadinae;Atractus;;torquatus;(DUMÉRIL, BIBRON  & DUMÉRIL, 1854);;;
Atractus_touzeti;Colubridae;Dipsadinae;Atractus;;touzeti;SCHARGEL, LAMAR, PASSOS, VALENCIA, CISNEROS-HEREDA & CAMPBELL, 2013;;;
Atractus_trefauti;Colubridae;Dipsadinae;Atractus;;trefauti;MELO-SAMPAIO, PASSOS, FOUQUET, COSTA-PRUDENTE & TORRES-CARVAJAL, 2019;;;
Atractus_trihedrurus;Colubridae;Dipsadinae;Atractus;;trihedrurus;AMARAL, 1926;;;
Atractus_trilineatus;Colubridae;Dipsadinae;Atractus;;trilineatus;WAGLER, 1828;;;
Atractus_trivittatus;Colubridae;Dipsadinae;Atractus;;trivittatus;AMARAL, 1933;;;
Atractus_turikensis;Colubridae;Dipsadinae;Atractus;;turikensis;BARROS, 2000;;;
Atractus_typhon;Colubridae;Dipsadinae;Atractus;;typhon;PASSOS, MUESES-CISNEROS, LYNCH & FERNANDES, 2009;;;
Atractus_ukupacha;Colubridae;Dipsadinae;Atractus;;ukupacha;MELO-SAMPAIO, PASSOS, PRUDENTE, VENEGAS & TORRES-CARVAJAL, 2021;;;
Atractus_variegatus;Colubridae;Dipsadinae;Atractus;;variegatus;PRADO, 1942;;;
Atractus_ventrimaculatus;Colubridae;Dipsadinae;Atractus;;ventrimaculatus;BOULENGER, 1905;;;
Atractus_vertebralis;Colubridae;Dipsadinae;Atractus;;vertebralis;BOULENGER, 1904;;;
Atractus_vertebrolineatus;Colubridae;Dipsadinae;Atractus;;vertebrolineatus;PRADO, 1941;;;
Atractus_vittatus;Colubridae;Dipsadinae;Atractus;;vittatus;BOULENGER, 1894;;;
Atractus_wagleri;Colubridae;Dipsadinae;Atractus;;wagleri;PRADO, 1945;;;
Atractus_werneri;Colubridae;Dipsadinae;Atractus;;werneri;PERACCA, 1914;;;
Atractus_zebrinus;Colubridae;Dipsadinae;Atractus;;zebrinus;(JAN, 1862);;;
Atractus_zidoki;Colubridae;Dipsadinae;Atractus;;zidoki;GASC & RODRIGUES, 1979;;;
Atretium_schistosum;Colubridae;Natricinae;Atretium;;schistosum;(DAUDIN, 1803);;;
Atropoides_picadoi;Viperidae;Crotalinae;Atropoides;;picadoi;(DUNN, 1939);;;
Aurivela_longicauda;Teiidae;Teiinae;Aurivela;;longicauda;(BELL, 1843);;;
Aurivela_tergolaevigata;Teiidae;Teiinae;Aurivela;;tergolaevigata;(CABRERA, 2004);;;
Australolacerta_australis;Lacertidae;Eremiadinae;Australolacerta;;australis;(HEWITT, 1926);;;
Austrelaps_labialis;Elapidae;Hydrophiinae;Austrelaps;;labialis;(JAN, 1859);;;
Austrelaps_ramsayi;Elapidae;Hydrophiinae;Austrelaps;;ramsayi;(KREFFT, 1864);;;
Austrelaps_superbus;Elapidae;Hydrophiinae;Austrelaps;;superbus;(GÜNTHER, 1858);;;
Austroablepharus_barrylyoni;Scincidae;Eugongylinae;Austroablepharus;;barrylyoni;(COUPER, LIMPUS, MCDONALD & AMEY, 2010);;;
Austroablepharus_kinghorni;Scincidae;Eugongylinae;Austroablepharus;;kinghorni;(COPLAND, 1947);;;
Austroablepharus_naranjicauda;Scincidae;Eugongylinae;Austroablepharus;;naranjicauda;(GREER, FISHER & HORNER, 2004);;;
Azemiops_feae;Viperidae;Azemiopinae;Azemiops;;feae;BOULENGER, 1888;;;
Azemiops_kharini;Viperidae;Azemiopinae;Azemiops;;kharini;ORLOV, RYABOV & NGUYEN, 2013;;;
Bachia_alleni;Gymnophthalmidae;Cercosaurinae;Bachia;;alleni;(BARBOUR, 1914);;;
Bachia_barbouri;Gymnophthalmidae;Cercosaurinae;Bachia;;barbouri;BURT & BURT, 1931;;;
Bachia_beebei;Gymnophthalmidae;Cercosaurinae;Bachia;;beebei;MURPHY, SALVI, SANTOS, BRASWELL, CHARLES, BORZÉE & JOWERS, 2019;;;
Bachia_bicolor;Gymnophthalmidae;Cercosaurinae;Bachia;;bicolor;(COPE, 1896);;;
Bachia_blairi;Gymnophthalmidae;Cercosaurinae;Bachia;;blairi;(DUNN, 1940);;;
Bachia_bresslaui;Gymnophthalmidae;Cercosaurinae;Bachia;;bresslaui;(AMARAL, 1935);;;
Bachia_cacerensis;Gymnophthalmidae;Cercosaurinae;Bachia;;cacerensis;CASTRILLON & STRUSSMAN, 1998;;;
Bachia_didactyla;Gymnophthalmidae;Cercosaurinae;Bachia;;didactyla;DE FREITAS, STRÜSSMANN, DE CARVALHO, KAWASHITA-RIBEIRO & MOTT, 2011;;;
Bachia_dorbignyi;Gymnophthalmidae;Cercosaurinae;Bachia;;dorbignyi;(DUMÉRIL & BIBRON, 1839);;;
Bachia_flavescens;Gymnophthalmidae;Cercosaurinae;Bachia;;flavescens;(BONNATERRE, 1789);;;
Bachia_geralista;Gymnophthalmidae;Cercosaurinae;Bachia;;geralista;TEIXEIRA, SOUSA-RECODER, CAMACHO, DE SENA, NAVAS & RODRIGUES, 2013;;;
Bachia_guianensis;Gymnophthalmidae;Cercosaurinae;Bachia;;guianensis;HOOGMOED & DIXON, 1977;;;
Bachia_heteropa;Gymnophthalmidae;Cercosaurinae;Bachia;;heteropa;(LICHTENSTEIN & MARTENS, 1856);;;
Bachia_heteropa_heteropa;Gymnophthalmidae;Cercosaurinae;Bachia;;heteropa;(LICHTENSTEIN & MARTENS, 1856);subsp.;heteropa;(LICHTENSTEIN & MARTENS, 1856)
Bachia_heteropa_marcelae;Gymnophthalmidae;Cercosaurinae;Bachia;;heteropa;(LICHTENSTEIN & MARTENS, 1856);subsp.;marcelae;DONOSO-BARROS, 1968
Bachia_huallagana;Gymnophthalmidae;Cercosaurinae;Bachia;;huallagana;DIXON, 1973;;;
Bachia_intermedia;Gymnophthalmidae;Cercosaurinae;Bachia;;intermedia;NOBLE, 1921;;;
